proyecto,barrio_colonia,ciudad,unidad,tipo,tipologia,recamaras,alberca,superficie_m2,precio,moneda,estado,piso,fecha_revision,url_drive
LUMARA,Playa Paraiso,Playa del Carmen,17,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,18,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,19,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,20,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,21,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,22,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,23,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,24,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,25,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,26,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,27,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,28,,,,,199.97,2443633.4,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,599,,,,,,2599610.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,29,,,,,252.14,3081150.8,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,277,,,,,,3277820.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,30,,,,,258.96,3164491.2,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,366,,,,,480.0,3366480.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,31,,,,,185.18,2262899.6,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,407,,,,,340.0,2407340.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,32,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,33,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,34,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,35,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,36,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,37,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,38,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,39,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,40,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,41,,,,,120.6,1473732.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,42,,,,,143.71,1891223.6,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,011,,,,,,2011940.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,43,,,,,148.61,1955707.6,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,080,,,,,,2080540.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,44,,,,,148.61,1885860.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,006,,,,,235.0,2006235.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,45,,,,,148.61,1885860.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,46,,,,,148.61,1885860.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,47,,,,,148.61,1885860.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,48,,,,,148.61,1885860.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,49,,,,,148.61,1885860.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,50,,,,,148.61,1885860.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,51,,,,,148.61,1885860.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,52,,,,,148.61,1885860.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,53,,,,,148.61,1885860.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,54,,,,,150.31,1907433.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,029,,,,,185.0,2029185.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,55,,,,,150.31,1907433.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,56,,,,,147.11,1866825.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,985,,,,,,1985985.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,57,,,,,147.11,1866825.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,58,,,,,135.59,1720637.1,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,830,,,,,465.0,1830465.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,59,,,,,135.59,1720637.1,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,60,,,,,135.59,1720637.1,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,61,,,,,135.59,1720637.1,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,62,,,,,135.59,1720637.1,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,63,,,,,136.89,1737134.1,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,848,,,,,15.0,1848015.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,64,,,,,273.2,3466908.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,688,,,,,200.0,3688200.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,65,,,,,288.82,3665125.8,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,899,,,,,70.0,3899070.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,66,,,,,254.0,3223260.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,429,,,,,,3429000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,67,,,,,128.5,1630665.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,734,,,,,,1734750.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,68,,,,,135.59,1720637.1,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,69,,,,,265.8,3373002.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,588,,,,,300.0,3588300.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,70,,,,,135.59,1720637.1,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,71,,,,,135.59,1720637.1,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,72,,,,,135.59,1720637.1,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,73,,,,,135.59,1720637.1,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,74,,,,,150.31,1907433.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,75,,,,,150.31,1907433.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,76,,,,,150.31,1907433.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,77,,,,,150.31,1907433.9,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,78,,,,,150.31,1978079.6,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,104,,,,,340.0,2104340.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,79,,,,,150.31,1978079.6,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,80,,,,,133.03,1750660.32,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,862,,,,,404.6,1862404.6,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,81,,,,,133.03,1750660.32,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,82,,,,,133.03,1688136.74,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,795,,,,,,1795890.15,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,83,,,,,133.03,1688136.74,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,84,,,,,133.03,1688136.74,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,85,,,,,133.03,1688136.74,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,86,,,,,133.03,1688136.74,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,87,,,,,133.03,1688136.74,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,88,,,,,133.03,1688136.74,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,89,,,,,133.03,1688136.74,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,90,,,,,133.03,1688136.74,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,91,,,,,133.03,1688136.74,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,92,,,,,133.03,1688136.74,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,93,,,,,133.03,1688136.74,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,94,,,,,143.71,1891223.6,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,95,,,,,120.6,1530414.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,628,,,,,100.0,1628100.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,96,,,,,120.6,1530414.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,97,,,,,120.6,1530414.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,98,,,,,210.39,2818174.05,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,998,,,,,57.5,2998057.5,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,99,,,,,210.39,2818174.05,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,100,,,,,210.39,2818174.05,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,101,,,,,210.39,2818174.05,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,102,,,,,210.39,2818174.05,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,103,,,,,210.39,2818174.05,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,105,,,,,207.46,2778926.7,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,956,,,,,305.0,2956305.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,106,,,,,193.69,2594477.55,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,760,,,,,82.5,2760082.5,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,107,,,,,191.08,2559516.6,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,722,,,,,,2722890.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,108,,,,,210.39,2818174.05,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,109,,,,,210.39,2818174.05,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,110,,,,,210.39,2818174.05,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,111,,,,,210.39,2818174.05,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,112,,,,,210.39,2818174.05,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,113,,,,,210.39,2818174.05,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,114,,,,,230.65,3089556.75,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,286,,,,,,3286762.5,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,115,,,,,236.58,3168989.1,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,371,,,,,265.0,3371265.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,116,,,,,285.37,3822531.15,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,066,,,,,,4066522.5,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,117,,,,,312.7,4188616.5,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,118,,,,,316.38,4237910.1,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,508,,,,,415.0,4508415.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,119,,,,,296.38,3970010.1,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
LUMARA,Playa Paraiso,Playa del Carmen,223,,,,,415.0,4223415.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ClW1drCkuJ5k95vmfAk0JvMYl919sqN2
