nombre_proyecto,desarrolladora,ciudad,estado_republica,zona,tipo_desarrollo,tipo_unidades,rango_precios,num_unidades,fecha_entrega_estimada,etapa,url_fuente,portal_fuente,fecha_deteccion,notas
Tankab 20,Real Estate PlayaMouad Bouhaja,Playa del Carmen,Quintana Roo,Coco beach,Residencial,Departamentos,,20,"Jun, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D042165,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/18pTmtTKr-5jkUz-pEdK4G6PyRHIQIAtk
Tankah 52,Cota desarrollos,Tulum,Quintana Roo,Tankah Bay,Residencial,Departamentos,,5,"Dec, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D021763,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1cYG6s674dq0y03crJCIXdvdnABR9obKM
Tao Nautico,Casa CruzLiz Cruz,,,PA Gran MarinaPuerto Aventuras,Residencial,Departamentos,,5,"Mar, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D019767,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Ln55NZ3XvRlyUzmPm9OKeAtOPqFASM3T
Temozon 53,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,4,"Feb, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D047912,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Terra,iMexicoIan Vallejo,Playa del Carmen,Quintana Roo,Center,Residencial,Departamentos,,50,"Dec, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D050800,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1U4k-y2oiD8ru-N_U2fqOjZ1TLJ5fghQ9
Tesalia Montebello,EdiforAndres Rivero,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,9,"Jun, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D038727,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/1/folders/1IUctezgzVv84lEizv_h2jYlp1NoIjqpJ
The curve,Top InvestmentsGabriela  Carrillo,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,9,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D040815,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1KTYyIsVxyR-9g2PChdRhYs92bkhD3CEo
The Fives Beach,TM Grupo InmobiliarioJacobo Thule,Playa del Carmen,Quintana Roo,Zona Diamante,Residencial,Departamentos,,24,"Dec, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D012039,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
The Fives Downtown,TM Grupo InmobiliarioJacobo Thule,Playa del Carmen,Quintana Roo,Center,Residencial,Departamentos,,9,"Dec, 2018",Preventa,https://theredsearch.com/listings/?codigo=CU155D014356,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
The Fives Oceanfront,TM Grupo InmobiliarioJacobo Thule,,,"PM, DowntownPuerto Morelos",Residencial,Departamentos,,3,"Jun, 2020",Preventa,https://theredsearch.com/listings/?codigo=CU155D021690,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/13TOl4vUAOPPgd_EfMyYfxc7zsrzH680P
The Leaf Condos Playacar,The Leaf PlayacarLy Cotes,Playa del Carmen,Quintana Roo,Playacar II,Residencial,Departamentos,,73,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D030076,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1p5UCJjkuG_9s4uIOuolyJY8kRro87x6O
The Stella,eXp RealtyBenjamin Acosta,,,COZ DowntownCozumel,Residencial,Departamentos,,16,"Aug, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D042272,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1N2GNRPO7_swupjs1SyTAyx_P_0fEsDbx?usp=drive_link
The tribe,ASTAMAREleonora Rojas,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,13,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D031612,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1-m-FRoRYswkRhksn0zmJ2ppuP4caWJBu
The Vibes,Brehco,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,16,"Jul, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D042624,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/17X56On5GXp5JixCj0_t8dvP3EvFubuPP
The Village Corasol,Origina,Playa del Carmen,Quintana Roo,Corasol,Residencial,Departamentos,,12,"Jun, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D021611,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1MUcUdGD4MNU9gkNik5uGsF4jJO5BSr67
Thea Condos,Dreambuilt Luxury Real EstatePhilip Ehlert,,,"PM, DowntownPuerto Morelos",Residencial,Departamentos,,7,"Jan, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D048127,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1xyOYLfCtnYcbAXWSSIptC_pfMCvTna8x
Thula,EdiforAndres Rivero,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,32,"Jun, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D054670,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1yDaI4Kn-ecmG_1BdAd7c8juYbxFbHGNB
Tierra Blanca,EdiforAndres Rivero,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,25,"Dec, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D052488,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/11YowpEZkhIGGpFkggiEwojHyO8Oe_Kfq
Tiki Tiki,EdiforAndres Rivero,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,3,"Mar, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D042074,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/1/folders/1xY9Q-zEiXKJV5kozmeGI2wBtZAZ8IiCZ
Tila Residences,Yaaj RealtyCamilo Paez,Tulum,Quintana Roo,Region 8,Residencial,Departamentos,,8,"Aug, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D041599,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1bxI3PlvXvz4whuoTNNjtxV_G5RvqD2CL
Torre 25,Globalty Real EstateKarla  Turegano,Playa del Carmen,Quintana Roo,Coco beach,Residencial,Departamentos,,8,"Dec, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D040948,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/12EaNWiqvUHYZBvQ2uVL-IZezBnnNVPci
Torre Insignia,EnaltoCelia Galvan,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,68,"Jun, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D042135,TheRedSearch,2026-03-13,Info: https://ensoapart-my.sharepoint.com/:f:/g/personal/cgalvan_enalto_mx/EkOceaLD1ItPrRZDxScIYMcBPmZgAg_TllN8lE8C-Bb0hw?e=4Cn484
Torre Insignia Cancun,EnaltoCelia Galvan,Cancún,Quintana Roo,Puerto CancunCancun,Residencial,Departamentos,,49,,Preventa,https://theredsearch.com/listings/?codigo=CU155D043207,TheRedSearch,2026-03-13,Info: https://ensoapart-my.sharepoint.com/:f:/g/personal/cgalvan_enalto_mx/EkOceaLD1ItPrRZDxScIYMcBPmZgAg_TllN8lE8C-Bb0hw?e=4Cn484
Town center,MaxpropertiesLoli Peralta,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,9,"May, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D032038,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1jZ8IMwpnWOgj9N10CZGh4FWtKz7Bsyzh
Trebola Tulum,Grupo EmeritaAndres Hernandez,Tulum,Quintana Roo,Jungle,Residencial,Departamentos,,5,"Apr, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D046206,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1hoqqlhfen2Q0SR7nxzUyYy0H80tF10r9
Tree60,East Side AgencyAlexia Novoacalzada,Tulum,Quintana Roo,Chemuyil,Residencial,Departamentos,,8,"Mar, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D033285,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1vwuTXffN6K7UYRq7NEFm_cXuAfPaeRqs
Tres Patios,Sur Selecto Real EstateNicolas Morini,Playa del Carmen,Quintana Roo,West South,Residencial,Departamentos,,18,"Dec, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D033843,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Lu0b5ZKDEWLI6mnuzMlbGIkwHbz9chMr
Triventto,Brehco,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,3,"Feb, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D042714,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Qb_3rZEbQQEiKV2gPGOPXjLZ_srJ22mV
Trobbu Tulum,TrobbuPaola Serralde,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,20,"Dec, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D043678,TheRedSearch,2026-03-13,Info: https://cotizador.trobbu.com/tulum/
Tru living,eXp RealtyLev Makievsky,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,9,,Preventa,https://theredsearch.com/listings/?codigo=CU155D046207,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1A5anpZoaMwDjahJ1zGpnJ5ZC8lFtB-2a
Tuane,MaxpropertiesLoli Peralta,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,7,"Jan, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D028300,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1soSkDsVUi7M9EEo_EbFn8C78t8RZY-Bg
Tuk Hacienda,GMBXantal Demaret Ausio,Tulum,Quintana Roo,Zona Arqueológica,Residencial,Departamentos,,13,"Dec, 2022",Preventa,https://theredsearch.com/listings/?codigo=CU155D020174,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1ZQhAYEhKqFPDSgn1XAo5LHcTQxmU9ROl
Tulum 895,NeoterreCarmen Cabral,Tulum,Quintana Roo,Holistika,Residencial,Departamentos,,3,"Jul, 2022",Preventa,https://theredsearch.com/listings/?codigo=CU155D028203,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1unimBu-sKeGLQ-Y9wCR01egApmc3oEuf
Turena Telchac Puerto,Grupo Canteras PenincularesFelipe Solar Luksic,,,Telchac PuertoCosta Yucateca,Residencial,Departamentos,,6,"Jan, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D026764,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Xlh04I_OoHTEA0zdv3-tv9cok3FcLBAE?usp=drive_link
Tutuma,Highline MexicoPablo Andres Fernandez,Tulum,Quintana Roo,South,Residencial,Departamentos,,7,"Aug, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D047274,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Ijf4-psMBZfAkPVy3WTn7nWnhhopBxJd
Twolum Villas,Green Development TulumNicolas Lauras,Tulum,Quintana Roo,Region 8,Residencial,Departamentos,,2,"Feb, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D032439,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1EBv_lyWRhx78aTJBxiz0fOB2O2PeC-K4?usp=sharing
UMA  Living Well,Playa Real Estate Group,Playa del Carmen,Quintana Roo,Playacar II,Residencial,Departamentos,,9,"Apr, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D031854,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1YqWnsa3T0lN4Uh57_M8WJZBhDJPzyyUj
Ummbal,RIM InvestmentsWalfred Villasenor Pineiro,Cancún,Quintana Roo,HuayacánCancun,Residencial,Departamentos,,38,"Jun, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D029194,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1-kKzOjTjvmOvhaR8bYwg1LpmJ6xUHFS-?usp=drive_link
Unitus Riviera Maya Amatista,Unitus Investment & ExperiencesSebastian Poncedeleonholcombe,,,PA PuebloPuerto Aventuras,Residencial,Departamentos,,41,"Dec, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D044579,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1dLMdpl1WGgpGwnjvGUUvdhSVL_2ktm5L
Urban Towers,Sensai Real EstateTatiana Villegas,Playa del Carmen,Quintana Roo,Coco beach,Residencial,Departamentos,,5,"Jul, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D019466,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1TqHMnc1VQ1iyFVsN1lmpMEuGUJoBE4HB
Urbano by sundara,Prestige real estate MXEduardo Servin,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,5,"Nov, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D032579,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1nT1E_wh2BGT4Ep2pRrdOgAqBHntrRpCN
Uva de Mar,Condominios Puerto Morelos,,,"PM, DowntownPuerto Morelos",Residencial,Departamentos,,3,"Feb, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D034202,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1jkuD9Vca5wekKux54H4zkPo7sbLcK51h
Uxmal,Sakbe Real EstateJorge Guarin,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,4,"Aug, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D034653,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Yv0MC3F5Y_Ewfl1UUjwCeOc8P_mabLHe?usp=drive_link
Uxul by Anah,AnahMartha Merino,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,12,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D021431,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/16tktSsvn8wvo6llOo_vFrz10-8XzLaG_
Valentina,REMAX Mazal Realty,Tulum,Quintana Roo,Zona Arqueológica,Residencial,Departamentos,,20,"Jul, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D053187,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1fr70Hsr0Po4AH941PppEks-KvMrCbXGB
Valle Aurora,Grupo Inmibiliario DintsaLizette De Zulueta,Playa del Carmen,Quintana Roo,West Central,Residencial,Departamentos,,2,"Jul, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D020084,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1mK_mxnYciGbf_Wzs5uyX7D91yGRXDCDF
Varanta,Celia Galvan,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,4,"Jun, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D036863,TheRedSearch,2026-03-13,Info: https://ensoapart-my.sharepoint.com/:f:/g/personal/cgalvan_enalto_mx/EkOceaLD1ItPrRZDxScIYMcBPmZgAg_TllN8lE8C-Bb0hw?e=4Cn484
Varena Living,Brehco,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,2,"Jan, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D042715,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1rMIfkP6Yai4Rkt2Ar6T6739f67_29tIt
Vela Towers,Grupo Velas Cancun,Cancún,Quintana Roo,Cancun DowntownCancun,Residencial,Departamentos,,19,"Feb, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D030084,TheRedSearch,2026-03-13,Info: https://drive.google.com/file/d/1S8rWG0y5pnBkTlTlXrAIaOQSX-O4sqOZ
Vellmari,Urban HomesVictor Gutierez,Cancún,Quintana Roo,Puerto CancunCancun,Residencial,Departamentos,,65,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D042014,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1zXEC6tSJLt7Hk1o_uKtAborj7-Cx7DyX
Vernal,The Real Estate GroupPamela Linares,Tulum,Quintana Roo,Zona Arqueológica,Residencial,Departamentos,,14,"Nov, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D049728,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1eI1IRBwUdFAd6YZpcYIZk3IZWqR35557
Vesta Tulum,Immo InvestmentsMelania Cisneros,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,7,,Preventa,https://theredsearch.com/listings/?codigo=CU155D050985,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1AHiZg0weR7A5QYU3bfmDHFLjYZHPBaWo
Via Mareka,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,44,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D043628,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Via montejo (Atlantida & Oceana),Inmobilia MX,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,3,,Preventa,https://theredsearch.com/listings/?codigo=CU155D036574,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1zt3veS92jkXXI3UKYoYqpiGo2feVD97F
Via montejo (Indico),Inmobilia MX,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,25,,Preventa,https://theredsearch.com/listings/?codigo=CU155D036580,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/15Afo980dhsn4J_7ZAhrxm7mZ0zBMTy2g
Viacholul,Grupo R4Gisela Montero,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,34,"Dec, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D037100,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1WUpK6nOWnKKyDExtHk-DLIcpR4heLnFj
Vibbe,Inmova CapitalFrancisco  Hernandez,Playa del Carmen,Quintana Roo,Center,Residencial,Departamentos,,24,"Aug, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D029180,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1fSFbdaUCQm7wMIXLgNzEG7C-YvdpUI6-
View Tower,LUXED PREMIUM PROPERTIESIvonne Gonzalez,Cancún,Quintana Roo,Corredor Laguna CancunCancun,Residencial,Departamentos,,29,"May, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D028176,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1yP9fUW9TpYeAdWGpfkhOQK5F9ae2fgV7
Villalta Laguna,Onix livingAna Laura Mijangos,Cancún,Quintana Roo,MalecónCancun,Residencial,Departamentos,,16,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D051074,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1z50d74rrcF9SyfGAizcUa-rQtEiE4x5v
Villas Aliada,Aliada Real EstateZulma  Dominguez,Tulum,Quintana Roo,Country ClubAkumal,Residencial,Departamentos,,7,,Preventa,https://theredsearch.com/listings/?codigo=CU155D045753,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/10OpDUpcCidC3hWKso3X85hZWca5ZKr6e
Villas del sol Signature,Inmobilia MX,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,23,"Jan, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D036599,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1x7URqLhrV9k_hQ5blxDpcir8Zk94TOsa
Villas Iich,Semare GroupTanya Barcella,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,2,"Nov, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D040844,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1PQLjQWJt0ThVC_jEwSG3o_th8tHNv41J
Villas Leembal,Cielo Maya Properties.Pepe Yanez,Playa del Carmen,Quintana Roo,Playa Paraiso,Residencial,Departamentos,,18,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D052457,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1ybaVTi4xZwJb3T_OmDkS74Sv9NKsjzmt
Villas Ossana,Real Estate Quintana RooDaniel Aguado,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,3,,Preventa,https://theredsearch.com/listings/?codigo=CU155D056581,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1o3ZVPWZies2n7Cf1Frmr_wfmF7Bq8vxo
Villas San Benito Sunset,Dado Desarrollos,,,Telchac PuertoCosta Yucateca,Residencial,Departamentos,,6,"Apr, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D042493,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1ts8LfVVRgMMIvjA5f1AwQjSmyyAh2bQh
Vista Kuxtal,WA Luxury properties,Tulum,Quintana Roo,Holistika,Residencial,Departamentos,,11,"Jan, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D033562,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1krWrZ0ZWzLAFa3qQTb7sYIJ6hBAcuoYZ
Vita e Mare,VINSA,,,"PM, West sidePuerto Morelos",Residencial,Departamentos,,33,"Dec, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D052545,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1mVdHNBNTabefxQTeHbU_BF0vbVL29Zib
Vizcaya,EdiforAndres Rivero,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,9,"Jul, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D046636,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/1/folders/1evKjtmG_-sO9aO-jxV31LPD0JuYk3gfp
Wamai Tulum,Grupo MDCEdith Soto,Tulum,Quintana Roo,Veleta,Residencial,Departamentos,,2,"Mar, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D029078,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1VmltRzlT33FB4Tvg9BLgNBb3HSx6aUF5
Wave Residence,RP Estate GroupVictoria Herrera,Playa del Carmen,Quintana Roo,West South,Residencial,Departamentos,,14,"May, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D030629,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1GbGZ9E_cdQHt8FacWtIT-ZQLY-NMOeY-
Waye,WAYE TULUMMauricio Miranda,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,27,"Mar, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D032350,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/15vw3xmfNxUBEEVojMYyqBmvubxdgibtd
Woha Puerto Cancun,Woha CancúnGerardo Mejia,Cancún,Quintana Roo,Puerto CancunCancun,Residencial,Departamentos,,27,"Jul, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D028145,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1mm5LPuAAmlQlxHRpHqWpuPJfyp4Zd50f
Xaana Tulum,Select Realty MexicoBibiana Fidalgo Jover,Tulum,Quintana Roo,Holistika,Residencial,Departamentos,,2,"Nov, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D030113,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1kWvMTVxuwVdDg2rmx_-nXrtcXg7BISXs
Xacan,NeoterreCarmen Cabral,Tulum,Quintana Roo,Jungle,Residencial,Departamentos,,14,"Jan, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D034652,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Xk-SUaDStsBDIl9c1BAFYg-CQN_J_Y-D
